section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT8-6-50strokes_E1_RE_SEC-05_local,1,1.0,2.0,51.2,43.4,45.0
FLT8-6-50strokes_E1_RE_SEC-05_local,2,2.0,2.0,43.4,35.9,35.9
FLT8-6-50strokes_E1_RE_SEC-05_local,3,3.0,2.0,40.4,35.2,35.4
FLT8-6-50strokes_E1_RE_SEC-05_local,4,4.0,2.0,39.1,35.7,34.7
FLT8-6-50strokes_E1_RE_SEC-05_local,5,5.0,2.0,38.5,35.8,36.3
FLT8-6-50strokes_E1_RE_SEC-05_local,6,6.0,2.0,38.0,36.2,35.4
FLT8-6-50strokes_E1_RE_SEC-05_local,7,7.0,2.0,37.8,36.2,35.8
FLT8-6-50strokes_E1_RE_SEC-05_local,8,8.0,2.0,37.5,35.1,35.4
FLT8-6-50strokes_E1_RE_SEC-05_local,9,9.0,2.0,37.2,35.2,35.1
FLT8-6-50strokes_E1_RE_SEC-05_local,10,10.0,2.0,37.0,35.8,36.0
FLT8-6-50strokes_E1_RE_SEC-05_local,11,11.0,2.0,36.9,34.8,35.6
