section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT8-8-before_E1_RE_SEC-02_local,1,1.0,2.0,53.2,44.5,55.7
FLT8-8-before_E1_RE_SEC-02_local,2,2.0,2.0,43.7,35.0,34.9
FLT8-8-before_E1_RE_SEC-02_local,3,3.0,2.0,40.9,35.4,35.3
FLT8-8-before_E1_RE_SEC-02_local,4,4.0,2.0,39.5,35.4,35.6
FLT8-8-before_E1_RE_SEC-02_local,5,5.0,2.0,38.6,35.3,35.3
FLT8-8-before_E1_RE_SEC-02_local,6,6.0,2.0,38.1,35.6,35.5
FLT8-8-before_E1_RE_SEC-02_local,7,7.0,2.0,37.7,36.0,36.3
FLT8-8-before_E1_RE_SEC-02_local,8,8.0,2.0,37.6,36.0,36.0
FLT8-8-before_E1_RE_SEC-02_local,9,9.0,2.0,37.4,35.9,36.0
FLT8-8-before_E1_RE_SEC-02_local,10,10.0,2.0,37.2,36.0,35.9
FLT8-8-before_E1_RE_SEC-02_local,11,11.0,2.0,37.1,36.0,36.5
