section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT8-3-before_E1_RE_SEC-01_local,1,1.0,2.0,136.0,81.9,80.6
FLT8-3-before_E1_RE_SEC-01_local,2,2.0,2.0,81.0,44.7,45.0
FLT8-3-before_E1_RE_SEC-01_local,3,3.0,2.0,65.0,44.3,43.9
FLT8-3-before_E1_RE_SEC-01_local,4,4.0,2.0,58.1,44.7,44.5
FLT8-3-before_E1_RE_SEC-01_local,5,5.0,2.0,55.1,45.0,45.0
FLT8-3-before_E1_RE_SEC-01_local,6,6.0,2.0,53.0,44.6,45.3
FLT8-3-before_E1_RE_SEC-01_local,7,7.0,2.0,51.7,46.9,46.2
FLT8-3-before_E1_RE_SEC-01_local,8,8.0,2.0,51.2,46.3,46.5
FLT8-3-before_E1_RE_SEC-01_local,9,9.0,2.0,50.3,45.4,45.4
FLT8-3-before_E1_RE_SEC-01_local,10,10.0,2.0,50.0,46.3,46.1
FLT8-3-before_E1_RE_SEC-01_local,11,11.0,2.0,49.5,45.7,45.8
