section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT3-3-2000strokes_E1_RE_SEC-04_local,1,1.0,2.0,68.4,65.0,74.3
LYDIT3-3-2000strokes_E1_RE_SEC-04_local,2,2.0,2.0,64.2,60.1,59.9
LYDIT3-3-2000strokes_E1_RE_SEC-04_local,3,3.0,2.0,62.7,59.6,59.6
LYDIT3-3-2000strokes_E1_RE_SEC-04_local,4,4.0,2.0,61.8,59.0,58.8
LYDIT3-3-2000strokes_E1_RE_SEC-04_local,5,5.0,2.0,61.2,59.2,59.4
LYDIT3-3-2000strokes_E1_RE_SEC-04_local,6,6.0,2.0,61.0,63.3,61.7
LYDIT3-3-2000strokes_E1_RE_SEC-04_local,7,7.0,2.0,61.8,57.8,60.0
LYDIT3-3-2000strokes_E1_RE_SEC-04_local,8,8.0,2.0,60.2,47.8,49.1
LYDIT3-3-2000strokes_E1_RE_SEC-04_local,9,9.0,2.0,58.7,39.6,39.1
LYDIT3-3-2000strokes_E1_RE_SEC-04_local,10,10.0,2.0,56.1,33.3,32.8
LYDIT3-3-2000strokes_E1_RE_SEC-04_local,11,11.0,2.0,54.1,29.8,32.6
