section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT8-5-1000strokes_E1_RE_SEC-10_local,1,1.0,2.0,62.1,48.9,65.9
FLT8-5-1000strokes_E1_RE_SEC-10_local,2,2.0,2.0,48.5,35.8,35.3
FLT8-5-1000strokes_E1_RE_SEC-10_local,3,3.0,2.0,44.2,35.9,36.1
FLT8-5-1000strokes_E1_RE_SEC-10_local,4,4.0,2.0,42.0,36.3,35.7
FLT8-5-1000strokes_E1_RE_SEC-10_local,5,5.0,2.0,41.0,36.3,36.5
FLT8-5-1000strokes_E1_RE_SEC-10_local,6,6.0,2.0,40.0,35.2,34.8
FLT8-5-1000strokes_E1_RE_SEC-10_local,7,7.0,2.0,39.3,34.6,34.6
FLT8-5-1000strokes_E1_RE_SEC-10_local,8,8.0,2.0,38.6,35.0,35.0
FLT8-5-1000strokes_E1_RE_SEC-10_local,9,9.0,2.0,38.3,35.5,35.4
FLT8-5-1000strokes_E1_RE_SEC-10_local,10,10.0,2.0,38.0,34.9,34.7
FLT8-5-1000strokes_E1_RE_SEC-10_local,11,11.0,2.0,37.7,34.5,34.6
