section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT5-13-1000strokes_E1_RE_SEC-10_local,1,1.0,2.0,102.8,68.0,59.2
LYDIT5-13-1000strokes_E1_RE_SEC-10_local,2,2.0,2.0,66.5,33.2,32.6
LYDIT5-13-1000strokes_E1_RE_SEC-10_local,3,3.0,2.0,54.0,32.5,32.4
LYDIT5-13-1000strokes_E1_RE_SEC-10_local,4,4.0,2.0,48.4,32.4,32.0
LYDIT5-13-1000strokes_E1_RE_SEC-10_local,5,5.0,2.0,44.9,31.6,32.3
LYDIT5-13-1000strokes_E1_RE_SEC-10_local,6,6.0,2.0,42.5,31.9,31.9
LYDIT5-13-1000strokes_E1_RE_SEC-10_local,7,7.0,2.0,41.0,32.4,32.4
LYDIT5-13-1000strokes_E1_RE_SEC-10_local,8,8.0,2.0,39.9,32.8,32.5
LYDIT5-13-1000strokes_E1_RE_SEC-10_local,9,9.0,2.0,39.2,32.7,32.3
LYDIT5-13-1000strokes_E1_RE_SEC-10_local,10,10.0,2.0,38.4,31.9,32.0
LYDIT5-13-1000strokes_E1_RE_SEC-10_local,11,11.0,2.0,37.8,32.3,32.3
