section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-5-50strokes_E1_RE_SEC-10_local,1,1.0,2.0,85.4,72.8,72.5
LYDIT4-5-50strokes_E1_RE_SEC-10_local,2,2.0,2.0,72.4,61.2,61.5
LYDIT4-5-50strokes_E1_RE_SEC-10_local,3,3.0,2.0,68.7,61.7,61.3
LYDIT4-5-50strokes_E1_RE_SEC-10_local,4,4.0,2.0,66.9,61.5,61.5
LYDIT4-5-50strokes_E1_RE_SEC-10_local,5,5.0,2.0,65.7,61.2,61.2
LYDIT4-5-50strokes_E1_RE_SEC-10_local,6,6.0,2.0,64.9,61.1,61.4
LYDIT4-5-50strokes_E1_RE_SEC-10_local,7,7.0,2.0,64.4,61.1,61.3
LYDIT4-5-50strokes_E1_RE_SEC-10_local,8,8.0,2.0,64.0,61.2,61.0
LYDIT4-5-50strokes_E1_RE_SEC-10_local,9,9.0,2.0,63.7,61.3,60.8
LYDIT4-5-50strokes_E1_RE_SEC-10_local,10,10.0,2.0,63.4,61.4,61.2
LYDIT4-5-50strokes_E1_RE_SEC-10_local,11,11.0,2.0,63.3,53.4,58.0
