section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT3-3-2000strokes_E1_RE_SEC-10_local,1,1.0,2.0,145.4,104.4,98.5
LYDIT3-3-2000strokes_E1_RE_SEC-10_local,2,2.0,2.0,102.7,58.0,54.3
LYDIT3-3-2000strokes_E1_RE_SEC-10_local,3,3.0,2.0,85.1,51.6,51.5
LYDIT3-3-2000strokes_E1_RE_SEC-10_local,4,4.0,2.0,75.7,51.8,52.2
LYDIT3-3-2000strokes_E1_RE_SEC-10_local,5,5.0,2.0,70.8,51.6,50.9
LYDIT3-3-2000strokes_E1_RE_SEC-10_local,6,6.0,2.0,67.2,52.2,52.1
LYDIT3-3-2000strokes_E1_RE_SEC-10_local,7,7.0,2.0,65.2,51.3,54.1
LYDIT3-3-2000strokes_E1_RE_SEC-10_local,8,8.0,2.0,63.0,38.5,37.5
LYDIT3-3-2000strokes_E1_RE_SEC-10_local,9,9.0,2.0,59.2,29.2,28.3
LYDIT3-3-2000strokes_E1_RE_SEC-10_local,10,10.0,2.0,56.1,29.6,29.7
LYDIT3-3-2000strokes_E1_RE_SEC-10_local,11,11.0,2.0,53.6,28.7,29.0
