section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-3-2000strokes_E1_RE_SEC-04_local,1,1.0,2.0,64.2,62.2,72.4
LYDIT4-3-2000strokes_E1_RE_SEC-04_local,2,2.0,2.0,61.9,59.3,59.3
LYDIT4-3-2000strokes_E1_RE_SEC-04_local,3,3.0,2.0,61.0,59.1,58.9
LYDIT4-3-2000strokes_E1_RE_SEC-04_local,4,4.0,2.0,60.5,58.9,59.1
LYDIT4-3-2000strokes_E1_RE_SEC-04_local,5,5.0,2.0,60.1,58.8,58.8
LYDIT4-3-2000strokes_E1_RE_SEC-04_local,6,6.0,2.0,59.9,59.0,58.9
LYDIT4-3-2000strokes_E1_RE_SEC-04_local,7,7.0,2.0,59.8,59.1,59.2
LYDIT4-3-2000strokes_E1_RE_SEC-04_local,8,8.0,2.0,59.7,59.1,59.3
LYDIT4-3-2000strokes_E1_RE_SEC-04_local,9,9.0,2.0,59.7,59.2,59.3
LYDIT4-3-2000strokes_E1_RE_SEC-04_local,10,10.0,2.0,59.6,59.5,59.7
LYDIT4-3-2000strokes_E1_RE_SEC-04_local,11,11.0,2.0,59.6,60.6,61.9
