section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT5-4-before_E1_RE_SEC-09_local,1,1.0,2.0,63.1,55.9,69.2
LYDIT5-4-before_E1_RE_SEC-09_local,2,2.0,2.0,55.4,47.7,47.4
LYDIT5-4-before_E1_RE_SEC-09_local,3,3.0,2.0,52.6,46.9,46.6
LYDIT5-4-before_E1_RE_SEC-09_local,4,4.0,2.0,51.1,46.1,46.5
LYDIT5-4-before_E1_RE_SEC-09_local,5,5.0,2.0,50.0,46.0,46.2
LYDIT5-4-before_E1_RE_SEC-09_local,6,6.0,2.0,49.4,46.1,46.1
LYDIT5-4-before_E1_RE_SEC-09_local,7,7.0,2.0,48.8,45.7,45.6
LYDIT5-4-before_E1_RE_SEC-09_local,8,8.0,2.0,48.5,45.6,45.7
LYDIT5-4-before_E1_RE_SEC-09_local,9,9.0,2.0,48.1,45.2,45.1
LYDIT5-4-before_E1_RE_SEC-09_local,10,10.0,2.0,47.8,45.6,45.8
LYDIT5-4-before_E1_RE_SEC-09_local,11,11.0,2.0,47.7,45.6,45.3
