section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT3-3-before_E1_RE_SEC-02_local,1,1.0,2.0,65.2,63.3,74.3
LYDIT3-3-before_E1_RE_SEC-02_local,2,2.0,2.0,62.9,60.5,60.4
LYDIT3-3-before_E1_RE_SEC-02_local,3,3.0,2.0,62.0,60.5,60.2
LYDIT3-3-before_E1_RE_SEC-02_local,4,4.0,2.0,61.7,59.7,60.3
LYDIT3-3-before_E1_RE_SEC-02_local,5,5.0,2.0,61.1,58.0,57.5
LYDIT3-3-before_E1_RE_SEC-02_local,6,6.0,2.0,60.5,58.4,59.1
LYDIT3-3-before_E1_RE_SEC-02_local,7,7.0,2.0,60.3,61.2,60.9
LYDIT3-3-before_E1_RE_SEC-02_local,8,8.0,2.0,60.7,56.6,62.4
LYDIT3-3-before_E1_RE_SEC-02_local,9,9.0,2.0,59.5,41.2,38.6
LYDIT3-3-before_E1_RE_SEC-02_local,10,10.0,2.0,56.9,33.3,34.1
LYDIT3-3-before_E1_RE_SEC-02_local,11,11.0,2.0,54.7,27.8,27.0
