section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT8-2-before_E1_RE_SEC-08_local,1,1.0,2.0,60.6,53.9,65.3
FLT8-2-before_E1_RE_SEC-08_local,2,2.0,2.0,52.8,46.2,46.0
FLT8-2-before_E1_RE_SEC-08_local,3,3.0,2.0,50.8,46.0,45.6
FLT8-2-before_E1_RE_SEC-08_local,4,4.0,2.0,49.4,45.5,45.5
FLT8-2-before_E1_RE_SEC-08_local,5,5.0,2.0,48.7,44.6,45.0
FLT8-2-before_E1_RE_SEC-08_local,6,6.0,2.0,47.8,45.4,45.4
FLT8-2-before_E1_RE_SEC-08_local,7,7.0,2.0,47.7,47.0,46.0
FLT8-2-before_E1_RE_SEC-08_local,8,8.0,2.0,47.6,46.0,46.4
FLT8-2-before_E1_RE_SEC-08_local,9,9.0,2.0,47.3,45.8,45.9
FLT8-2-before_E1_RE_SEC-08_local,10,10.0,2.0,47.2,46.6,46.6
FLT8-2-before_E1_RE_SEC-08_local,11,11.0,2.0,47.2,46.1,45.8
