section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-6-250strokes_E1_RE_SEC-01_local,1,1.0,2.0,76.7,70.7,72.2
FLT4-6-250strokes_E1_RE_SEC-01_local,2,2.0,2.0,69.0,59.7,60.1
FLT4-6-250strokes_E1_RE_SEC-01_local,3,3.0,2.0,65.3,58.6,58.8
FLT4-6-250strokes_E1_RE_SEC-01_local,4,4.0,2.0,63.8,59.0,59.1
FLT4-6-250strokes_E1_RE_SEC-01_local,5,5.0,2.0,62.7,58.6,58.5
FLT4-6-250strokes_E1_RE_SEC-01_local,6,6.0,2.0,62.1,58.3,58.3
FLT4-6-250strokes_E1_RE_SEC-01_local,7,7.0,2.0,61.4,58.5,58.6
FLT4-6-250strokes_E1_RE_SEC-01_local,8,8.0,2.0,61.2,58.6,58.8
FLT4-6-250strokes_E1_RE_SEC-01_local,9,9.0,2.0,60.8,58.4,58.6
FLT4-6-250strokes_E1_RE_SEC-01_local,10,10.0,2.0,60.6,58.8,59.0
FLT4-6-250strokes_E1_RE_SEC-01_local,11,11.0,2.0,60.4,52.2,52.2
