section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-6-250strokes_E1_RE_SEC-06_local,1,1.0,2.0,64.9,62.8,74.1
FLT4-6-250strokes_E1_RE_SEC-06_local,2,2.0,2.0,61.6,58.6,58.7
FLT4-6-250strokes_E1_RE_SEC-06_local,3,3.0,2.0,60.7,58.8,58.9
FLT4-6-250strokes_E1_RE_SEC-06_local,4,4.0,2.0,60.2,58.6,58.5
FLT4-6-250strokes_E1_RE_SEC-06_local,5,5.0,2.0,59.9,58.2,58.0
FLT4-6-250strokes_E1_RE_SEC-06_local,6,6.0,2.0,59.5,58.0,58.1
FLT4-6-250strokes_E1_RE_SEC-06_local,7,7.0,2.0,59.3,58.1,57.9
FLT4-6-250strokes_E1_RE_SEC-06_local,8,8.0,2.0,59.1,58.2,58.2
FLT4-6-250strokes_E1_RE_SEC-06_local,9,9.0,2.0,59.1,58.2,58.0
FLT4-6-250strokes_E1_RE_SEC-06_local,10,10.0,2.0,59.0,58.3,58.4
FLT4-6-250strokes_E1_RE_SEC-06_local,11,11.0,2.0,58.9,57.9,59.0
