section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-6-250strokes_E1_RE_SEC-07_local,1,1.0,2.0,71.2,71.7,79.5
FLT4-6-250strokes_E1_RE_SEC-07_local,2,2.0,2.0,70.6,64.1,61.7
FLT4-6-250strokes_E1_RE_SEC-07_local,3,3.0,2.0,66.5,58.5,58.3
FLT4-6-250strokes_E1_RE_SEC-07_local,4,4.0,2.0,64.5,58.4,58.0
FLT4-6-250strokes_E1_RE_SEC-07_local,5,5.0,2.0,63.2,58.4,58.6
FLT4-6-250strokes_E1_RE_SEC-07_local,6,6.0,2.0,62.4,57.6,57.2
FLT4-6-250strokes_E1_RE_SEC-07_local,7,7.0,2.0,61.6,57.7,58.1
FLT4-6-250strokes_E1_RE_SEC-07_local,8,8.0,2.0,61.2,58.3,58.3
FLT4-6-250strokes_E1_RE_SEC-07_local,9,9.0,2.0,60.8,58.0,57.9
FLT4-6-250strokes_E1_RE_SEC-07_local,10,10.0,2.0,60.6,58.6,58.7
FLT4-6-250strokes_E1_RE_SEC-07_local,11,11.0,2.0,60.4,53.2,57.7
