section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-6-250strokes_E1_RE_SEC-10_local,1,1.0,2.0,87.4,78.8,81.1
FLT4-6-250strokes_E1_RE_SEC-10_local,2,2.0,2.0,78.0,71.8,73.0
FLT4-6-250strokes_E1_RE_SEC-10_local,3,3.0,2.0,76.7,65.2,65.9
FLT4-6-250strokes_E1_RE_SEC-10_local,4,4.0,2.0,71.6,56.7,56.6
FLT4-6-250strokes_E1_RE_SEC-10_local,5,5.0,2.0,68.5,56.1,56.1
FLT4-6-250strokes_E1_RE_SEC-10_local,6,6.0,2.0,66.5,56.5,56.6
FLT4-6-250strokes_E1_RE_SEC-10_local,7,7.0,2.0,65.1,57.1,57.3
FLT4-6-250strokes_E1_RE_SEC-10_local,8,8.0,2.0,64.1,56.6,56.6
FLT4-6-250strokes_E1_RE_SEC-10_local,9,9.0,2.0,63.2,57.1,57.2
FLT4-6-250strokes_E1_RE_SEC-10_local,10,10.0,2.0,62.6,57.6,57.7
FLT4-6-250strokes_E1_RE_SEC-10_local,11,11.0,2.0,62.2,40.8,48.7
