section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-6-250strokes_E1_RE_SEC-02_local,1,1.0,2.0,69.6,65.4,76.0
FLT4-6-250strokes_E1_RE_SEC-02_local,2,2.0,2.0,64.1,58.6,58.5
FLT4-6-250strokes_E1_RE_SEC-02_local,3,3.0,2.0,62.2,58.9,58.5
FLT4-6-250strokes_E1_RE_SEC-02_local,4,4.0,2.0,61.5,58.7,58.8
FLT4-6-250strokes_E1_RE_SEC-02_local,5,5.0,2.0,60.7,58.0,57.9
FLT4-6-250strokes_E1_RE_SEC-02_local,6,6.0,2.0,60.3,58.0,58.2
FLT4-6-250strokes_E1_RE_SEC-02_local,7,7.0,2.0,60.0,58.2,58.3
FLT4-6-250strokes_E1_RE_SEC-02_local,8,8.0,2.0,59.8,58.2,58.2
FLT4-6-250strokes_E1_RE_SEC-02_local,9,9.0,2.0,59.6,57.8,57.8
FLT4-6-250strokes_E1_RE_SEC-02_local,10,10.0,2.0,59.4,58.4,58.3
FLT4-6-250strokes_E1_RE_SEC-02_local,11,11.0,2.0,59.4,52.9,53.3
