section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-6-250strokes_E1_RE_SEC-08_local,1,1.0,2.0,77.5,74.5,78.8
FLT4-6-250strokes_E1_RE_SEC-08_local,2,2.0,2.0,73.5,63.9,61.8
FLT4-6-250strokes_E1_RE_SEC-08_local,3,3.0,2.0,68.3,58.2,58.1
FLT4-6-250strokes_E1_RE_SEC-08_local,4,4.0,2.0,65.7,58.2,58.5
FLT4-6-250strokes_E1_RE_SEC-08_local,5,5.0,2.0,64.2,58.4,58.3
FLT4-6-250strokes_E1_RE_SEC-08_local,6,6.0,2.0,63.2,58.1,58.4
FLT4-6-250strokes_E1_RE_SEC-08_local,7,7.0,2.0,62.4,57.9,57.6
FLT4-6-250strokes_E1_RE_SEC-08_local,8,8.0,2.0,61.8,57.8,57.7
FLT4-6-250strokes_E1_RE_SEC-08_local,9,9.0,2.0,61.4,58.0,58.4
FLT4-6-250strokes_E1_RE_SEC-08_local,10,10.0,2.0,61.0,58.4,57.9
FLT4-6-250strokes_E1_RE_SEC-08_local,11,11.0,2.0,60.8,48.0,56.0
