section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT5-8-250strokes_E1_RE_SEC-06_local,1,1.0,2.0,62.8,54.3,67.4
LYDIT5-8-250strokes_E1_RE_SEC-06_local,2,2.0,2.0,53.5,44.7,44.5
LYDIT5-8-250strokes_E1_RE_SEC-06_local,3,3.0,2.0,50.3,44.3,44.4
LYDIT5-8-250strokes_E1_RE_SEC-06_local,4,4.0,2.0,48.8,44.7,44.4
LYDIT5-8-250strokes_E1_RE_SEC-06_local,5,5.0,2.0,48.0,44.5,44.6
LYDIT5-8-250strokes_E1_RE_SEC-06_local,6,6.0,2.0,47.3,44.3,44.4
LYDIT5-8-250strokes_E1_RE_SEC-06_local,7,7.0,2.0,46.9,44.9,44.7
LYDIT5-8-250strokes_E1_RE_SEC-06_local,8,8.0,2.0,46.7,45.0,44.6
LYDIT5-8-250strokes_E1_RE_SEC-06_local,9,9.0,2.0,46.5,44.5,44.6
LYDIT5-8-250strokes_E1_RE_SEC-06_local,10,10.0,2.0,46.2,44.4,44.5
LYDIT5-8-250strokes_E1_RE_SEC-06_local,11,11.0,2.0,46.1,44.4,44.7
