section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-7-50strokes_E1_RE_SEC-10_local,1,1.0,2.0,76.6,72.2,75.2
LYDIT4-7-50strokes_E1_RE_SEC-10_local,2,2.0,2.0,71.7,65.6,66.1
LYDIT4-7-50strokes_E1_RE_SEC-10_local,3,3.0,2.0,69.2,65.4,64.9
LYDIT4-7-50strokes_E1_RE_SEC-10_local,4,4.0,2.0,68.5,67.8,69.8
LYDIT4-7-50strokes_E1_RE_SEC-10_local,5,5.0,2.0,68.6,62.8,60.2
LYDIT4-7-50strokes_E1_RE_SEC-10_local,6,6.0,2.0,66.7,58.0,57.7
LYDIT4-7-50strokes_E1_RE_SEC-10_local,7,7.0,2.0,65.5,57.3,57.2
LYDIT4-7-50strokes_E1_RE_SEC-10_local,8,8.0,2.0,64.3,57.1,57.3
LYDIT4-7-50strokes_E1_RE_SEC-10_local,9,9.0,2.0,63.6,55.9,57.3
LYDIT4-7-50strokes_E1_RE_SEC-10_local,10,10.0,2.0,62.6,38.4,45.3
LYDIT4-7-50strokes_E1_RE_SEC-10_local,11,11.0,2.0,59.3,9.5,4.3
