section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT3-2-before_E1_RE_SEC-04_local,1,1.0,2.0,76.6,68.1,68.0
LYDIT3-2-before_E1_RE_SEC-04_local,2,2.0,2.0,67.2,59.1,59.6
LYDIT3-2-before_E1_RE_SEC-04_local,3,3.0,2.0,64.8,59.9,60.0
LYDIT3-2-before_E1_RE_SEC-04_local,4,4.0,2.0,63.5,59.4,59.2
LYDIT3-2-before_E1_RE_SEC-04_local,5,5.0,2.0,62.6,59.9,59.8
LYDIT3-2-before_E1_RE_SEC-04_local,6,6.0,2.0,62.3,61.5,61.2
LYDIT3-2-before_E1_RE_SEC-04_local,7,7.0,2.0,62.3,62.3,62.3
LYDIT3-2-before_E1_RE_SEC-04_local,8,8.0,2.0,62.3,58.8,60.3
LYDIT3-2-before_E1_RE_SEC-04_local,9,9.0,2.0,61.5,50.0,53.0
LYDIT3-2-before_E1_RE_SEC-04_local,10,10.0,2.0,59.9,40.0,40.4
LYDIT3-2-before_E1_RE_SEC-04_local,11,11.0,2.0,57.7,27.7,26.5
