section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT3-2-before_E1_RE_SEC-05_local,1,1.0,2.0,76.7,68.2,68.6
LYDIT3-2-before_E1_RE_SEC-05_local,2,2.0,2.0,67.6,58.7,59.2
LYDIT3-2-before_E1_RE_SEC-05_local,3,3.0,2.0,64.3,59.4,59.1
LYDIT3-2-before_E1_RE_SEC-05_local,4,4.0,2.0,63.3,60.1,60.2
LYDIT3-2-before_E1_RE_SEC-05_local,5,5.0,2.0,62.6,63.4,60.5
LYDIT3-2-before_E1_RE_SEC-05_local,6,6.0,2.0,63.4,61.6,61.3
LYDIT3-2-before_E1_RE_SEC-05_local,7,7.0,2.0,62.3,62.6,62.7
LYDIT3-2-before_E1_RE_SEC-05_local,8,8.0,2.0,63.2,59.5,60.7
LYDIT3-2-before_E1_RE_SEC-05_local,9,9.0,2.0,61.7,53.3,53.7
LYDIT3-2-before_E1_RE_SEC-05_local,10,10.0,2.0,61.2,42.6,44.4
LYDIT3-2-before_E1_RE_SEC-05_local,11,11.0,2.0,58.2,23.9,21.5
