section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-2-250strokes_E1_RE_SEC-02_local,1,1.0,2.0,52.8,44.8,54.3
FLT4-2-250strokes_E1_RE_SEC-02_local,2,2.0,2.0,44.7,37.2,37.3
FLT4-2-250strokes_E1_RE_SEC-02_local,3,3.0,2.0,42.1,37.0,37.3
FLT4-2-250strokes_E1_RE_SEC-02_local,4,4.0,2.0,40.8,37.4,37.2
FLT4-2-250strokes_E1_RE_SEC-02_local,5,5.0,2.0,40.2,36.9,37.0
FLT4-2-250strokes_E1_RE_SEC-02_local,6,6.0,2.0,39.5,37.6,37.7
FLT4-2-250strokes_E1_RE_SEC-02_local,7,7.0,2.0,39.4,39.0,38.9
FLT4-2-250strokes_E1_RE_SEC-02_local,8,8.0,2.0,39.4,37.9,38.4
FLT4-2-250strokes_E1_RE_SEC-02_local,9,9.0,2.0,39.1,37.1,36.3
FLT4-2-250strokes_E1_RE_SEC-02_local,10,10.0,2.0,38.9,38.7,38.5
FLT4-2-250strokes_E1_RE_SEC-02_local,11,11.0,2.0,39.0,41.6,41.6
