section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-2-250strokes_E1_RE_SEC-10_local,1,1.0,2.0,54.2,44.3,54.8
FLT4-2-250strokes_E1_RE_SEC-10_local,2,2.0,2.0,44.0,35.5,35.4
FLT4-2-250strokes_E1_RE_SEC-10_local,3,3.0,2.0,41.3,35.7,35.6
FLT4-2-250strokes_E1_RE_SEC-10_local,4,4.0,2.0,39.8,35.0,34.8
FLT4-2-250strokes_E1_RE_SEC-10_local,5,5.0,2.0,38.7,34.8,35.1
FLT4-2-250strokes_E1_RE_SEC-10_local,6,6.0,2.0,38.1,35.1,35.0
FLT4-2-250strokes_E1_RE_SEC-10_local,7,7.0,2.0,37.6,35.1,35.1
FLT4-2-250strokes_E1_RE_SEC-10_local,8,8.0,2.0,37.3,35.7,35.6
FLT4-2-250strokes_E1_RE_SEC-10_local,9,9.0,2.0,37.2,36.4,36.3
FLT4-2-250strokes_E1_RE_SEC-10_local,10,10.0,2.0,37.1,36.7,36.4
FLT4-2-250strokes_E1_RE_SEC-10_local,11,11.0,2.0,37.1,38.8,38.7
