section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT8-5-250strokes_E1_RE_SEC-09_local,1,1.0,2.0,47.2,42.7,32.2
FLT8-5-250strokes_E1_RE_SEC-09_local,2,2.0,2.0,42.2,36.8,36.7
FLT8-5-250strokes_E1_RE_SEC-09_local,3,3.0,2.0,40.2,36.6,36.7
FLT8-5-250strokes_E1_RE_SEC-09_local,4,4.0,2.0,39.3,36.8,36.8
FLT8-5-250strokes_E1_RE_SEC-09_local,5,5.0,2.0,38.8,36.2,36.2
FLT8-5-250strokes_E1_RE_SEC-09_local,6,6.0,2.0,38.3,35.8,35.8
FLT8-5-250strokes_E1_RE_SEC-09_local,7,7.0,2.0,37.9,36.0,36.0
FLT8-5-250strokes_E1_RE_SEC-09_local,8,8.0,2.0,37.7,35.3,35.2
FLT8-5-250strokes_E1_RE_SEC-09_local,9,9.0,2.0,37.4,34.6,34.7
FLT8-5-250strokes_E1_RE_SEC-09_local,10,10.0,2.0,37.1,35.0,35.1
FLT8-5-250strokes_E1_RE_SEC-09_local,11,11.0,2.0,36.9,35.1,35.2
