section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-6-before_E1_RE_SEC-01_local,1,1.0,2.0,69.3,65.7,75.7
LYDIT4-6-before_E1_RE_SEC-01_local,2,2.0,2.0,64.8,60.6,60.8
LYDIT4-6-before_E1_RE_SEC-01_local,3,3.0,2.0,63.4,60.3,60.0
LYDIT4-6-before_E1_RE_SEC-01_local,4,4.0,2.0,62.5,59.9,59.9
LYDIT4-6-before_E1_RE_SEC-01_local,5,5.0,2.0,62.0,59.9,60.2
LYDIT4-6-before_E1_RE_SEC-01_local,6,6.0,2.0,61.7,59.9,59.8
LYDIT4-6-before_E1_RE_SEC-01_local,7,7.0,2.0,61.4,59.9,59.7
LYDIT4-6-before_E1_RE_SEC-01_local,8,8.0,2.0,61.2,59.9,60.1
LYDIT4-6-before_E1_RE_SEC-01_local,9,9.0,2.0,61.1,60.1,60.0
LYDIT4-6-before_E1_RE_SEC-01_local,10,10.0,2.0,61.0,60.4,60.4
LYDIT4-6-before_E1_RE_SEC-01_local,11,11.0,2.0,61.0,47.4,54.0
