section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-3-before_E1_RE_SEC-10_local,1,1.0,2.0,82.7,69.7,67.4
LYDIT4-3-before_E1_RE_SEC-10_local,2,2.0,2.0,68.7,55.7,55.9
LYDIT4-3-before_E1_RE_SEC-10_local,3,3.0,2.0,64.2,56.0,56.0
LYDIT4-3-before_E1_RE_SEC-10_local,4,4.0,2.0,62.2,55.9,55.8
LYDIT4-3-before_E1_RE_SEC-10_local,5,5.0,2.0,60.8,55.0,55.3
LYDIT4-3-before_E1_RE_SEC-10_local,6,6.0,2.0,59.7,55.7,55.8
LYDIT4-3-before_E1_RE_SEC-10_local,7,7.0,2.0,59.3,56.2,55.9
LYDIT4-3-before_E1_RE_SEC-10_local,8,8.0,2.0,58.8,56.0,55.9
LYDIT4-3-before_E1_RE_SEC-10_local,9,9.0,2.0,58.6,56.4,56.4
LYDIT4-3-before_E1_RE_SEC-10_local,10,10.0,2.0,58.4,56.3,56.1
LYDIT4-3-before_E1_RE_SEC-10_local,11,11.0,2.0,58.2,56.2,56.0
