section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT8-1-1000strokes_E1_RE_SEC-08_local,1,1.0,2.0,64.5,55.1,66.8
FLT8-1-1000strokes_E1_RE_SEC-08_local,2,2.0,2.0,54.9,45.5,45.6
FLT8-1-1000strokes_E1_RE_SEC-08_local,3,3.0,2.0,51.6,44.8,45.2
FLT8-1-1000strokes_E1_RE_SEC-08_local,4,4.0,2.0,49.8,45.5,45.4
FLT8-1-1000strokes_E1_RE_SEC-08_local,5,5.0,2.0,49.1,46.2,45.9
FLT8-1-1000strokes_E1_RE_SEC-08_local,6,6.0,2.0,48.6,45.9,45.8
FLT8-1-1000strokes_E1_RE_SEC-08_local,7,7.0,2.0,48.2,45.4,45.5
FLT8-1-1000strokes_E1_RE_SEC-08_local,8,8.0,2.0,47.8,45.4,45.3
FLT8-1-1000strokes_E1_RE_SEC-08_local,9,9.0,2.0,47.6,45.9,46.4
FLT8-1-1000strokes_E1_RE_SEC-08_local,10,10.0,2.0,47.4,45.4,45.3
