section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-3-before_E1_RE_SEC-01_local,1,1.0,2.0,73.9,67.3,72.8
FLT4-3-before_E1_RE_SEC-01_local,2,2.0,2.0,66.9,60.3,60.8
FLT4-3-before_E1_RE_SEC-01_local,3,3.0,2.0,64.7,61.0,61.1
FLT4-3-before_E1_RE_SEC-01_local,4,4.0,2.0,63.9,60.4,60.2
FLT4-3-before_E1_RE_SEC-01_local,5,5.0,2.0,63.0,60.0,60.3
FLT4-3-before_E1_RE_SEC-01_local,6,6.0,2.0,62.6,60.3,59.8
FLT4-3-before_E1_RE_SEC-01_local,7,7.0,2.0,62.2,60.7,60.2
FLT4-3-before_E1_RE_SEC-01_local,8,8.0,2.0,62.1,61.8,61.4
FLT4-3-before_E1_RE_SEC-01_local,9,9.0,2.0,62.1,49.2,55.2
FLT4-3-before_E1_RE_SEC-01_local,10,10.0,2.0,59.6,34.6,31.5
FLT4-3-before_E1_RE_SEC-01_local,11,11.0,2.0,57.2,24.8,31.0
