section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-3-before_E1_RE_SEC-06_local,1,1.0,2.0,67.4,64.9,77.2
FLT4-3-before_E1_RE_SEC-06_local,2,2.0,2.0,64.2,60.7,60.5
FLT4-3-before_E1_RE_SEC-06_local,3,3.0,2.0,62.9,59.9,60.0
FLT4-3-before_E1_RE_SEC-06_local,4,4.0,2.0,62.0,59.8,60.0
FLT4-3-before_E1_RE_SEC-06_local,5,5.0,2.0,61.7,59.9,59.8
FLT4-3-before_E1_RE_SEC-06_local,6,6.0,2.0,61.3,60.1,59.8
FLT4-3-before_E1_RE_SEC-06_local,7,7.0,2.0,61.2,60.7,60.2
FLT4-3-before_E1_RE_SEC-06_local,8,8.0,2.0,61.2,63.4,67.5
FLT4-3-before_E1_RE_SEC-06_local,9,9.0,2.0,61.7,47.1,46.9
FLT4-3-before_E1_RE_SEC-06_local,10,10.0,2.0,58.7,34.4,31.7
FLT4-3-before_E1_RE_SEC-06_local,11,11.0,2.0,56.8,31.6,37.3
