section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT5-11-before_E1_RE_SEC-05_local,1,1.0,2.0,59.8,49.2,66.3
LYDIT5-11-before_E1_RE_SEC-05_local,2,2.0,2.0,47.6,36.8,37.1
LYDIT5-11-before_E1_RE_SEC-05_local,3,3.0,2.0,43.4,36.6,36.5
LYDIT5-11-before_E1_RE_SEC-05_local,4,4.0,2.0,41.8,36.2,36.2
LYDIT5-11-before_E1_RE_SEC-05_local,5,5.0,2.0,40.5,36.2,35.8
LYDIT5-11-before_E1_RE_SEC-05_local,6,6.0,2.0,39.9,36.6,36.4
LYDIT5-11-before_E1_RE_SEC-05_local,7,7.0,2.0,39.3,36.2,36.3
LYDIT5-11-before_E1_RE_SEC-05_local,8,8.0,2.0,38.9,35.5,36.2
LYDIT5-11-before_E1_RE_SEC-05_local,9,9.0,2.0,38.5,35.9,36.1
LYDIT5-11-before_E1_RE_SEC-05_local,10,10.0,2.0,38.3,35.9,36.1
LYDIT5-11-before_E1_RE_SEC-05_local,11,11.0,2.0,38.0,35.6,35.8
