section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-2-2000strokes_E1_RE_SEC-05_local,1,1.0,2.0,101.1,80.6,71.5
LYDIT4-2-2000strokes_E1_RE_SEC-05_local,2,2.0,2.0,79.8,61.1,61.1
LYDIT4-2-2000strokes_E1_RE_SEC-05_local,3,3.0,2.0,73.1,61.2,61.1
LYDIT4-2-2000strokes_E1_RE_SEC-05_local,4,4.0,2.0,70.0,61.2,61.1
LYDIT4-2-2000strokes_E1_RE_SEC-05_local,5,5.0,2.0,68.1,60.5,60.5
LYDIT4-2-2000strokes_E1_RE_SEC-05_local,6,6.0,2.0,66.7,60.9,61.3
LYDIT4-2-2000strokes_E1_RE_SEC-05_local,7,7.0,2.0,66.0,61.5,61.0
LYDIT4-2-2000strokes_E1_RE_SEC-05_local,8,8.0,2.0,65.4,61.2,61.3
LYDIT4-2-2000strokes_E1_RE_SEC-05_local,9,9.0,2.0,64.9,61.1,61.3
LYDIT4-2-2000strokes_E1_RE_SEC-05_local,10,10.0,2.0,64.5,61.6,61.1
LYDIT4-2-2000strokes_E1_RE_SEC-05_local,11,11.0,2.0,64.3,61.8,61.4
