section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT8-9-250strokes_E1_RE_SEC-01_local,1,1.0,2.0,64.4,50.4,74.3
FLT8-9-250strokes_E1_RE_SEC-01_local,2,2.0,2.0,50.0,36.3,36.0
FLT8-9-250strokes_E1_RE_SEC-01_local,3,3.0,2.0,44.8,34.4,34.1
FLT8-9-250strokes_E1_RE_SEC-01_local,4,4.0,2.0,41.9,34.4,34.6
FLT8-9-250strokes_E1_RE_SEC-01_local,5,5.0,2.0,40.5,34.2,34.3
FLT8-9-250strokes_E1_RE_SEC-01_local,6,6.0,2.0,39.2,34.3,35.0
FLT8-9-250strokes_E1_RE_SEC-01_local,7,7.0,2.0,38.7,35.5,34.9
FLT8-9-250strokes_E1_RE_SEC-01_local,8,8.0,2.0,38.3,35.0,35.6
FLT8-9-250strokes_E1_RE_SEC-01_local,9,9.0,2.0,37.8,34.4,34.2
FLT8-9-250strokes_E1_RE_SEC-01_local,10,10.0,2.0,37.5,35.7,35.1
FLT8-9-250strokes_E1_RE_SEC-01_local,11,11.0,2.0,37.5,35.0,35.0
