section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-2-1000strokes_E1_RE_SEC-02_local,1,1.0,2.0,124.3,93.4,89.8
LYDIT4-2-1000strokes_E1_RE_SEC-02_local,2,2.0,2.0,92.6,64.5,65.0
LYDIT4-2-1000strokes_E1_RE_SEC-02_local,3,3.0,2.0,80.8,61.0,61.0
LYDIT4-2-1000strokes_E1_RE_SEC-02_local,4,4.0,2.0,75.7,61.3,61.1
LYDIT4-2-1000strokes_E1_RE_SEC-02_local,5,5.0,2.0,72.6,60.5,60.5
LYDIT4-2-1000strokes_E1_RE_SEC-02_local,6,6.0,2.0,70.4,60.8,61.0
LYDIT4-2-1000strokes_E1_RE_SEC-02_local,7,7.0,2.0,69.0,61.0,61.1
LYDIT4-2-1000strokes_E1_RE_SEC-02_local,8,8.0,2.0,67.9,61.0,61.1
LYDIT4-2-1000strokes_E1_RE_SEC-02_local,9,9.0,2.0,67.2,61.3,61.1
LYDIT4-2-1000strokes_E1_RE_SEC-02_local,10,10.0,2.0,66.6,61.4,60.9
LYDIT4-2-1000strokes_E1_RE_SEC-02_local,11,11.0,2.0,66.1,61.1,61.3
