section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT5-2-2000strokes_E1_RE_SEC-03_local,1,1.0,2.0,62.0,53.5,68.1
LYDIT5-2-2000strokes_E1_RE_SEC-03_local,2,2.0,2.0,53.2,45.4,45.2
LYDIT5-2-2000strokes_E1_RE_SEC-03_local,3,3.0,2.0,50.6,45.3,45.4
LYDIT5-2-2000strokes_E1_RE_SEC-03_local,4,4.0,2.0,49.2,45.3,45.5
LYDIT5-2-2000strokes_E1_RE_SEC-03_local,5,5.0,2.0,48.4,45.0,45.3
LYDIT5-2-2000strokes_E1_RE_SEC-03_local,6,6.0,2.0,47.8,44.9,45.4
LYDIT5-2-2000strokes_E1_RE_SEC-03_local,7,7.0,2.0,47.4,42.4,44.0
LYDIT5-2-2000strokes_E1_RE_SEC-03_local,8,8.0,2.0,46.4,46.2,46.2
LYDIT5-2-2000strokes_E1_RE_SEC-03_local,9,9.0,2.0,47.1,48.8,44.7
LYDIT5-2-2000strokes_E1_RE_SEC-03_local,10,10.0,2.0,46.9,45.5,45.6
LYDIT5-2-2000strokes_E1_RE_SEC-03_local,11,11.0,2.0,46.8,45.8,45.7
