section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-8-1000strokes_E1_RE_SEC-06_local,1,1.0,2.0,76.9,69.4,68.5
LYDIT4-8-1000strokes_E1_RE_SEC-06_local,2,2.0,2.0,68.5,60.5,60.5
LYDIT4-8-1000strokes_E1_RE_SEC-06_local,3,3.0,2.0,65.8,60.3,60.3
LYDIT4-8-1000strokes_E1_RE_SEC-06_local,4,4.0,2.0,64.4,60.2,60.0
LYDIT4-8-1000strokes_E1_RE_SEC-06_local,5,5.0,2.0,63.5,60.0,59.9
LYDIT4-8-1000strokes_E1_RE_SEC-06_local,6,6.0,2.0,62.9,59.7,59.7
LYDIT4-8-1000strokes_E1_RE_SEC-06_local,7,7.0,2.0,62.4,59.5,60.6
LYDIT4-8-1000strokes_E1_RE_SEC-06_local,8,8.0,2.0,62.0,59.6,59.1
LYDIT4-8-1000strokes_E1_RE_SEC-06_local,9,9.0,2.0,61.8,60.3,59.9
LYDIT4-8-1000strokes_E1_RE_SEC-06_local,10,10.0,2.0,61.7,60.7,60.7
