section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-8-1000strokes_E1_RE_SEC-10_local,1,1.0,2.0,67.2,63.5,73.8
LYDIT4-8-1000strokes_E1_RE_SEC-10_local,2,2.0,2.0,62.7,58.7,58.9
LYDIT4-8-1000strokes_E1_RE_SEC-10_local,3,3.0,2.0,61.2,58.7,58.6
LYDIT4-8-1000strokes_E1_RE_SEC-10_local,4,4.0,2.0,60.7,58.9,58.7
LYDIT4-8-1000strokes_E1_RE_SEC-10_local,5,5.0,2.0,60.3,58.6,58.8
LYDIT4-8-1000strokes_E1_RE_SEC-10_local,6,6.0,2.0,60.0,58.5,58.4
LYDIT4-8-1000strokes_E1_RE_SEC-10_local,7,7.0,2.0,59.8,58.4,58.4
LYDIT4-8-1000strokes_E1_RE_SEC-10_local,8,8.0,2.0,59.6,58.5,58.7
LYDIT4-8-1000strokes_E1_RE_SEC-10_local,9,9.0,2.0,59.5,58.8,58.9
LYDIT4-8-1000strokes_E1_RE_SEC-10_local,10,10.0,2.0,59.4,58.9,59.1
LYDIT4-8-1000strokes_E1_RE_SEC-10_local,11,11.0,2.0,59.4,58.9,59.0
