section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-2-before_E1_RE_SEC-09_local,1,1.0,2.0,66.4,64.1,72.8
LYDIT4-2-before_E1_RE_SEC-09_local,2,2.0,2.0,63.9,60.9,61.1
LYDIT4-2-before_E1_RE_SEC-09_local,3,3.0,2.0,62.7,61.1,61.2
LYDIT4-2-before_E1_RE_SEC-09_local,4,4.0,2.0,62.5,61.3,61.0
LYDIT4-2-before_E1_RE_SEC-09_local,5,5.0,2.0,62.1,60.6,60.8
LYDIT4-2-before_E1_RE_SEC-09_local,6,6.0,2.0,61.9,60.8,61.2
LYDIT4-2-before_E1_RE_SEC-09_local,7,7.0,2.0,61.8,61.1,61.2
LYDIT4-2-before_E1_RE_SEC-09_local,8,8.0,2.0,61.7,60.7,60.4
LYDIT4-2-before_E1_RE_SEC-09_local,9,9.0,2.0,61.5,61.0,60.9
LYDIT4-2-before_E1_RE_SEC-09_local,10,10.0,2.0,61.5,61.2,61.1
LYDIT4-2-before_E1_RE_SEC-09_local,11,11.0,2.0,61.5,60.9,60.8
