section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT8-10-250strokes_E1_RE_SEC-07_local,1,1.0,2.0,76.8,67.7,70.1
FLT8-10-250strokes_E1_RE_SEC-07_local,2,2.0,2.0,66.5,50.6,47.3
FLT8-10-250strokes_E1_RE_SEC-07_local,3,3.0,2.0,59.2,46.9,47.1
FLT8-10-250strokes_E1_RE_SEC-07_local,4,4.0,2.0,56.7,47.3,48.0
FLT8-10-250strokes_E1_RE_SEC-07_local,5,5.0,2.0,54.3,51.3,51.3
FLT8-10-250strokes_E1_RE_SEC-07_local,6,6.0,2.0,54.9,55.8,57.1
FLT8-10-250strokes_E1_RE_SEC-07_local,7,7.0,2.0,54.7,49.6,46.4
FLT8-10-250strokes_E1_RE_SEC-07_local,8,8.0,2.0,53.6,44.7,44.8
FLT8-10-250strokes_E1_RE_SEC-07_local,9,9.0,2.0,52.5,45.8,44.2
FLT8-10-250strokes_E1_RE_SEC-07_local,10,10.0,2.0,52.0,46.4,46.5
FLT8-10-250strokes_E1_RE_SEC-07_local,11,11.0,2.0,51.3,44.9,44.8
