section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT5-7-250strokes_E1_RE_SEC-09_local,1,1.0,2.0,87.9,60.2,57.3
LYDIT5-7-250strokes_E1_RE_SEC-09_local,2,2.0,2.0,59.3,34.9,34.3
LYDIT5-7-250strokes_E1_RE_SEC-09_local,3,3.0,2.0,50.7,34.4,34.6
LYDIT5-7-250strokes_E1_RE_SEC-09_local,4,4.0,2.0,46.2,34.3,34.6
LYDIT5-7-250strokes_E1_RE_SEC-09_local,5,5.0,2.0,43.9,34.7,34.3
LYDIT5-7-250strokes_E1_RE_SEC-09_local,6,6.0,2.0,42.3,34.6,34.8
LYDIT5-7-250strokes_E1_RE_SEC-09_local,7,7.0,2.0,41.1,34.6,34.5
LYDIT5-7-250strokes_E1_RE_SEC-09_local,8,8.0,2.0,40.3,34.6,34.5
LYDIT5-7-250strokes_E1_RE_SEC-09_local,9,9.0,2.0,39.6,34.0,34.6
LYDIT5-7-250strokes_E1_RE_SEC-09_local,10,10.0,2.0,39.0,34.5,34.6
