section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT1-3-before_E1_RE_SEC-05_local,1,1.0,2.0,51.2,43.1,47.5
LYDIT1-3-before_E1_RE_SEC-05_local,2,2.0,2.0,42.3,35.3,35.9
LYDIT1-3-before_E1_RE_SEC-05_local,3,3.0,2.0,40.3,36.0,34.9
LYDIT1-3-before_E1_RE_SEC-05_local,4,4.0,2.0,39.0,36.0,35.4
LYDIT1-3-before_E1_RE_SEC-05_local,5,5.0,2.0,38.5,36.4,36.8
LYDIT1-3-before_E1_RE_SEC-05_local,6,6.0,2.0,38.1,36.1,35.9
LYDIT1-3-before_E1_RE_SEC-05_local,7,7.0,2.0,37.8,37.7,37.0
LYDIT1-3-before_E1_RE_SEC-05_local,8,8.0,2.0,38.0,37.2,37.6
LYDIT1-3-before_E1_RE_SEC-05_local,9,9.0,2.0,37.7,38.4,36.6
LYDIT1-3-before_E1_RE_SEC-05_local,10,10.0,2.0,38.1,46.2,50.7
LYDIT1-3-before_E1_RE_SEC-05_local,11,11.0,2.0,39.4,38.9,44.9
