section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-4-250strokes_E1_RE_SEC-01_local,1,1.0,2.0,69.9,65.6,75.4
LYDIT4-4-250strokes_E1_RE_SEC-01_local,2,2.0,2.0,64.4,58.8,59.3
LYDIT4-4-250strokes_E1_RE_SEC-01_local,3,3.0,2.0,62.4,58.6,58.6
LYDIT4-4-250strokes_E1_RE_SEC-01_local,4,4.0,2.0,61.4,58.5,58.5
LYDIT4-4-250strokes_E1_RE_SEC-01_local,5,5.0,2.0,60.8,59.8,59.8
LYDIT4-4-250strokes_E1_RE_SEC-01_local,6,6.0,2.0,60.9,60.9,61.0
LYDIT4-4-250strokes_E1_RE_SEC-01_local,7,7.0,2.0,60.8,60.0,59.8
LYDIT4-4-250strokes_E1_RE_SEC-01_local,8,8.0,2.0,60.7,59.2,59.1
LYDIT4-4-250strokes_E1_RE_SEC-01_local,9,9.0,2.0,60.5,58.1,58.1
LYDIT4-4-250strokes_E1_RE_SEC-01_local,10,10.0,2.0,60.1,58.1,58.6
LYDIT4-4-250strokes_E1_RE_SEC-01_local,11,11.0,2.0,60.0,58.7,59.0
