section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT5-11-50strokes_E1_RE_SEC-07_local,1,1.0,2.0,60.1,47.0,51.4
LYDIT5-11-50strokes_E1_RE_SEC-07_local,2,2.0,2.0,46.1,36.0,36.5
LYDIT5-11-50strokes_E1_RE_SEC-07_local,3,3.0,2.0,42.4,36.5,36.2
LYDIT5-11-50strokes_E1_RE_SEC-07_local,4,4.0,2.0,40.9,36.2,36.3
LYDIT5-11-50strokes_E1_RE_SEC-07_local,5,5.0,2.0,39.8,36.0,35.8
LYDIT5-11-50strokes_E1_RE_SEC-07_local,6,6.0,2.0,39.1,36.1,36.2
LYDIT5-11-50strokes_E1_RE_SEC-07_local,7,7.0,2.0,38.7,36.3,36.4
LYDIT5-11-50strokes_E1_RE_SEC-07_local,8,8.0,2.0,38.4,36.6,36.3
LYDIT5-11-50strokes_E1_RE_SEC-07_local,9,9.0,2.0,38.2,36.2,36.3
LYDIT5-11-50strokes_E1_RE_SEC-07_local,10,10.0,2.0,37.9,36.2,36.1
LYDIT5-11-50strokes_E1_RE_SEC-07_local,11,11.0,2.0,37.8,36.4,36.5
