section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT8-9-before_E1_RE_SEC-01_local,1,1.0,2.0,56.9,47.4,60.9
FLT8-9-before_E1_RE_SEC-01_local,2,2.0,2.0,46.5,35.7,35.1
FLT8-9-before_E1_RE_SEC-01_local,3,3.0,2.0,42.5,35.3,35.2
FLT8-9-before_E1_RE_SEC-01_local,4,4.0,2.0,40.8,35.0,34.8
FLT8-9-before_E1_RE_SEC-01_local,5,5.0,2.0,39.4,34.9,35.1
FLT8-9-before_E1_RE_SEC-01_local,6,6.0,2.0,38.8,35.5,35.0
FLT8-9-before_E1_RE_SEC-01_local,7,7.0,2.0,38.3,34.8,35.3
FLT8-9-before_E1_RE_SEC-01_local,8,8.0,2.0,37.8,35.8,35.4
FLT8-9-before_E1_RE_SEC-01_local,9,9.0,2.0,37.7,35.7,34.9
FLT8-9-before_E1_RE_SEC-01_local,10,10.0,2.0,37.3,34.7,35.2
FLT8-9-before_E1_RE_SEC-01_local,11,11.0,2.0,37.2,34.1,33.7
