section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT5-2-50strokes_E1_RE_SEC-09_local,1,1.0,2.0,67.4,56.8,68.9
LYDIT5-2-50strokes_E1_RE_SEC-09_local,2,2.0,2.0,56.4,39.2,43.1
LYDIT5-2-50strokes_E1_RE_SEC-09_local,3,3.0,2.0,48.2,45.1,45.8
LYDIT5-2-50strokes_E1_RE_SEC-09_local,4,4.0,2.0,50.7,52.1,47.6
LYDIT5-2-50strokes_E1_RE_SEC-09_local,5,5.0,2.0,49.7,45.1,45.7
LYDIT5-2-50strokes_E1_RE_SEC-09_local,6,6.0,2.0,48.8,45.5,45.7
LYDIT5-2-50strokes_E1_RE_SEC-09_local,7,7.0,2.0,48.5,45.3,45.0
LYDIT5-2-50strokes_E1_RE_SEC-09_local,8,8.0,2.0,47.9,45.1,44.9
LYDIT5-2-50strokes_E1_RE_SEC-09_local,9,9.0,2.0,47.7,45.7,45.8
LYDIT5-2-50strokes_E1_RE_SEC-09_local,10,10.0,2.0,47.5,45.3,45.2
LYDIT5-2-50strokes_E1_RE_SEC-09_local,11,11.0,2.0,47.3,45.3,45.3
