section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT8-11-before_E1_RE_SEC-07_local,1,1.0,2.0,64.1,56.6,70.5
FLT8-11-before_E1_RE_SEC-07_local,2,2.0,2.0,55.8,46.6,46.1
FLT8-11-before_E1_RE_SEC-07_local,3,3.0,2.0,52.1,44.7,45.3
FLT8-11-before_E1_RE_SEC-07_local,4,4.0,2.0,50.1,44.4,44.7
FLT8-11-before_E1_RE_SEC-07_local,5,5.0,2.0,49.0,45.0,44.8
FLT8-11-before_E1_RE_SEC-07_local,6,6.0,2.0,48.3,46.0,45.5
FLT8-11-before_E1_RE_SEC-07_local,7,7.0,2.0,48.1,45.4,45.3
FLT8-11-before_E1_RE_SEC-07_local,8,8.0,2.0,47.6,44.3,44.2
FLT8-11-before_E1_RE_SEC-07_local,9,9.0,2.0,47.2,44.6,44.9
FLT8-11-before_E1_RE_SEC-07_local,10,10.0,2.0,47.0,45.2,45.2
FLT8-11-before_E1_RE_SEC-07_local,11,11.0,2.0,46.9,45.7,46.0
