section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-4-before_E1_RE_SEC-09_local,1,1.0,2.0,69.1,65.8,76.3
LYDIT4-4-before_E1_RE_SEC-09_local,2,2.0,2.0,64.6,60.1,60.0
LYDIT4-4-before_E1_RE_SEC-09_local,3,3.0,2.0,63.1,59.7,59.9
LYDIT4-4-before_E1_RE_SEC-09_local,4,4.0,2.0,62.1,59.0,59.0
LYDIT4-4-before_E1_RE_SEC-09_local,5,5.0,2.0,61.4,58.7,58.5
LYDIT4-4-before_E1_RE_SEC-09_local,6,6.0,2.0,61.0,58.8,58.5
LYDIT4-4-before_E1_RE_SEC-09_local,7,7.0,2.0,60.7,58.9,58.9
LYDIT4-4-before_E1_RE_SEC-09_local,8,8.0,2.0,60.5,59.8,60.0
LYDIT4-4-before_E1_RE_SEC-09_local,9,9.0,2.0,60.5,60.3,59.9
LYDIT4-4-before_E1_RE_SEC-09_local,10,10.0,2.0,60.4,59.8,59.8
LYDIT4-4-before_E1_RE_SEC-09_local,11,11.0,2.0,60.4,59.9,60.0
