section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-7-before_E1_RE_SEC-03_local,1,1.0,2.0,67.5,64.0,77.2
LYDIT4-7-before_E1_RE_SEC-03_local,2,2.0,2.0,63.2,59.4,59.7
LYDIT4-7-before_E1_RE_SEC-03_local,3,3.0,2.0,62.0,59.5,59.5
LYDIT4-7-before_E1_RE_SEC-03_local,4,4.0,2.0,61.3,59.8,60.0
LYDIT4-7-before_E1_RE_SEC-03_local,5,5.0,2.0,61.1,60.0,59.7
LYDIT4-7-before_E1_RE_SEC-03_local,6,6.0,2.0,60.9,59.0,58.9
LYDIT4-7-before_E1_RE_SEC-03_local,7,7.0,2.0,60.5,58.9,59.4
LYDIT4-7-before_E1_RE_SEC-03_local,8,8.0,2.0,60.4,59.7,59.7
LYDIT4-7-before_E1_RE_SEC-03_local,9,9.0,2.0,60.3,55.3,56.8
LYDIT4-7-before_E1_RE_SEC-03_local,10,10.0,2.0,59.4,25.0,30.2
LYDIT4-7-before_E1_RE_SEC-03_local,11,11.0,2.0,54.5,0.7,0.5
