section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT1-2-250strokes_E1_RE_SEC-08_local,1,1.0,2.0,53.3,46.1,52.9
LYDIT1-2-250strokes_E1_RE_SEC-08_local,2,2.0,2.0,45.3,38.0,38.2
LYDIT1-2-250strokes_E1_RE_SEC-08_local,3,3.0,2.0,42.6,37.0,36.8
LYDIT1-2-250strokes_E1_RE_SEC-08_local,4,4.0,2.0,41.0,37.0,37.0
LYDIT1-2-250strokes_E1_RE_SEC-08_local,5,5.0,2.0,40.3,38.2,37.8
LYDIT1-2-250strokes_E1_RE_SEC-08_local,6,6.0,2.0,40.1,38.7,38.9
LYDIT1-2-250strokes_E1_RE_SEC-08_local,7,7.0,2.0,39.8,37.9,37.9
LYDIT1-2-250strokes_E1_RE_SEC-08_local,8,8.0,2.0,39.5,37.5,37.5
LYDIT1-2-250strokes_E1_RE_SEC-08_local,9,9.0,2.0,39.3,37.3,37.4
LYDIT1-2-250strokes_E1_RE_SEC-08_local,10,10.0,2.0,39.1,38.1,38.2
