section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT5-5-50strokes_E1_RE_SEC-02_local,1,1.0,2.0,51.7,43.2,53.1
LYDIT5-5-50strokes_E1_RE_SEC-02_local,2,2.0,2.0,43.0,35.3,35.0
LYDIT5-5-50strokes_E1_RE_SEC-02_local,3,3.0,2.0,40.5,35.0,35.3
LYDIT5-5-50strokes_E1_RE_SEC-02_local,4,4.0,2.0,39.0,35.3,35.4
LYDIT5-5-50strokes_E1_RE_SEC-02_local,5,5.0,2.0,38.4,35.8,35.9
LYDIT5-5-50strokes_E1_RE_SEC-02_local,6,6.0,2.0,37.9,35.5,35.3
LYDIT5-5-50strokes_E1_RE_SEC-02_local,7,7.0,2.0,37.6,35.5,35.5
LYDIT5-5-50strokes_E1_RE_SEC-02_local,8,8.0,2.0,37.3,35.3,35.2
LYDIT5-5-50strokes_E1_RE_SEC-02_local,9,9.0,2.0,37.1,35.6,35.4
LYDIT5-5-50strokes_E1_RE_SEC-02_local,10,10.0,2.0,36.9,36.1,36.3
LYDIT5-5-50strokes_E1_RE_SEC-02_local,11,11.0,2.0,36.9,35.6,36.0
