section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-1-250strokes_E1_RE_SEC-10_local,1,1.0,2.0,114.1,86.1,81.0
LYDIT4-1-250strokes_E1_RE_SEC-10_local,2,2.0,2.0,85.3,60.5,60.4
LYDIT4-1-250strokes_E1_RE_SEC-10_local,3,3.0,2.0,76.1,59.8,59.1
LYDIT4-1-250strokes_E1_RE_SEC-10_local,4,4.0,2.0,71.7,58.5,58.7
LYDIT4-1-250strokes_E1_RE_SEC-10_local,5,5.0,2.0,68.8,57.6,57.7
LYDIT4-1-250strokes_E1_RE_SEC-10_local,6,6.0,2.0,66.8,58.1,58.3
LYDIT4-1-250strokes_E1_RE_SEC-10_local,7,7.0,2.0,65.6,58.5,58.0
LYDIT4-1-250strokes_E1_RE_SEC-10_local,8,8.0,2.0,64.7,58.0,58.0
LYDIT4-1-250strokes_E1_RE_SEC-10_local,9,9.0,2.0,63.9,58.3,58.2
LYDIT4-1-250strokes_E1_RE_SEC-10_local,10,10.0,2.0,63.3,58.4,58.6
LYDIT4-1-250strokes_E1_RE_SEC-10_local,11,11.0,2.0,62.9,40.5,47.9
