section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-2-50strokes_E1_RE_SEC-07_local,1,1.0,2.0,87.7,75.9,81.4
LYDIT4-2-50strokes_E1_RE_SEC-07_local,2,2.0,2.0,74.9,62.0,61.0
LYDIT4-2-50strokes_E1_RE_SEC-07_local,3,3.0,2.0,70.2,61.0,61.1
LYDIT4-2-50strokes_E1_RE_SEC-07_local,4,4.0,2.0,67.8,61.2,61.3
LYDIT4-2-50strokes_E1_RE_SEC-07_local,5,5.0,2.0,66.5,61.3,61.0
LYDIT4-2-50strokes_E1_RE_SEC-07_local,6,6.0,2.0,65.6,60.9,61.1
LYDIT4-2-50strokes_E1_RE_SEC-07_local,7,7.0,2.0,64.9,60.8,60.7
LYDIT4-2-50strokes_E1_RE_SEC-07_local,8,8.0,2.0,64.4,61.3,61.1
LYDIT4-2-50strokes_E1_RE_SEC-07_local,9,9.0,2.0,64.1,61.0,61.0
LYDIT4-2-50strokes_E1_RE_SEC-07_local,10,10.0,2.0,63.7,60.8,61.1
LYDIT4-2-50strokes_E1_RE_SEC-07_local,11,11.0,2.0,63.5,61.3,61.3
