section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT8-6-2000strokes_E1_RE_SEC-07_local,1,1.0,2.0,50.6,43.9,48.0
FLT8-6-2000strokes_E1_RE_SEC-07_local,2,2.0,2.0,43.1,36.2,35.7
FLT8-6-2000strokes_E1_RE_SEC-07_local,3,3.0,2.0,40.8,35.9,36.1
FLT8-6-2000strokes_E1_RE_SEC-07_local,4,4.0,2.0,39.5,36.0,35.9
FLT8-6-2000strokes_E1_RE_SEC-07_local,5,5.0,2.0,38.8,35.9,35.6
FLT8-6-2000strokes_E1_RE_SEC-07_local,6,6.0,2.0,38.3,35.6,35.9
FLT8-6-2000strokes_E1_RE_SEC-07_local,7,7.0,2.0,37.9,35.6,35.3
FLT8-6-2000strokes_E1_RE_SEC-07_local,8,8.0,2.0,37.6,35.5,35.4
FLT8-6-2000strokes_E1_RE_SEC-07_local,9,9.0,2.0,37.4,35.7,36.1
FLT8-6-2000strokes_E1_RE_SEC-07_local,10,10.0,2.0,37.2,35.7,35.3
FLT8-6-2000strokes_E1_RE_SEC-07_local,11,11.0,2.0,37.0,36.1,36.3
