section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT5-6-before_E1_RE_SEC-09_local,1,1.0,2.0,53.2,43.6,57.4
LYDIT5-6-before_E1_RE_SEC-09_local,2,2.0,2.0,43.2,35.3,35.3
LYDIT5-6-before_E1_RE_SEC-09_local,3,3.0,2.0,40.9,36.1,35.7
LYDIT5-6-before_E1_RE_SEC-09_local,4,4.0,2.0,39.6,35.7,35.8
LYDIT5-6-before_E1_RE_SEC-09_local,5,5.0,2.0,38.8,35.8,35.7
LYDIT5-6-before_E1_RE_SEC-09_local,6,6.0,2.0,38.3,35.6,35.7
LYDIT5-6-before_E1_RE_SEC-09_local,7,7.0,2.0,37.9,35.5,35.7
LYDIT5-6-before_E1_RE_SEC-09_local,8,8.0,2.0,37.6,35.5,35.5
LYDIT5-6-before_E1_RE_SEC-09_local,9,9.0,2.0,37.3,36.5,36.2
LYDIT5-6-before_E1_RE_SEC-09_local,10,10.0,2.0,37.4,35.4,35.5
LYDIT5-6-before_E1_RE_SEC-09_local,11,11.0,2.0,37.0,34.4,35.5
