section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-10-2000strokes_E1_RE_SEC-10_local,1,1.0,2.0,71.4,65.6,70.1
LYDIT4-10-2000strokes_E1_RE_SEC-10_local,2,2.0,2.0,64.9,58.8,59.0
LYDIT4-10-2000strokes_E1_RE_SEC-10_local,3,3.0,2.0,62.9,59.6,59.6
LYDIT4-10-2000strokes_E1_RE_SEC-10_local,4,4.0,2.0,62.2,59.4,58.9
LYDIT4-10-2000strokes_E1_RE_SEC-10_local,5,5.0,2.0,61.5,58.8,59.3
LYDIT4-10-2000strokes_E1_RE_SEC-10_local,6,6.0,2.0,61.0,59.2,59.3
LYDIT4-10-2000strokes_E1_RE_SEC-10_local,7,7.0,2.0,60.8,59.2,59.3
LYDIT4-10-2000strokes_E1_RE_SEC-10_local,8,8.0,2.0,60.6,59.1,58.7
LYDIT4-10-2000strokes_E1_RE_SEC-10_local,9,9.0,2.0,60.4,58.9,58.9
LYDIT4-10-2000strokes_E1_RE_SEC-10_local,10,10.0,2.0,60.2,59.0,59.2
LYDIT4-10-2000strokes_E1_RE_SEC-10_local,11,11.0,2.0,60.2,56.6,58.6
