section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT4-1-before_E1_RE_SEC-06_local,1,1.0,2.0,68.0,64.4,75.5
LYDIT4-1-before_E1_RE_SEC-06_local,2,2.0,2.0,63.8,59.4,60.0
LYDIT4-1-before_E1_RE_SEC-06_local,3,3.0,2.0,62.2,59.8,59.7
LYDIT4-1-before_E1_RE_SEC-06_local,4,4.0,2.0,61.8,60.0,59.5
LYDIT4-1-before_E1_RE_SEC-06_local,5,5.0,2.0,61.3,59.7,59.7
LYDIT4-1-before_E1_RE_SEC-06_local,6,6.0,2.0,61.1,59.6,59.5
LYDIT4-1-before_E1_RE_SEC-06_local,7,7.0,2.0,60.8,59.5,59.5
LYDIT4-1-before_E1_RE_SEC-06_local,8,8.0,2.0,60.7,59.2,59.4
LYDIT4-1-before_E1_RE_SEC-06_local,9,9.0,2.0,60.5,59.4,59.5
LYDIT4-1-before_E1_RE_SEC-06_local,10,10.0,2.0,60.4,60.7,60.3
