section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT5-12-before_E1_RE_SEC-10_local,1,1.0,2.0,56.1,50.3,63.4
LYDIT5-12-before_E1_RE_SEC-10_local,2,2.0,2.0,48.8,44.1,46.5
LYDIT5-12-before_E1_RE_SEC-10_local,3,3.0,2.0,48.0,48.4,46.9
LYDIT5-12-before_E1_RE_SEC-10_local,4,4.0,2.0,48.6,48.6,50.3
LYDIT5-12-before_E1_RE_SEC-10_local,5,5.0,2.0,48.2,45.8,44.9
LYDIT5-12-before_E1_RE_SEC-10_local,6,6.0,2.0,47.7,43.5,45.7
LYDIT5-12-before_E1_RE_SEC-10_local,7,7.0,2.0,46.9,34.1,37.5
LYDIT5-12-before_E1_RE_SEC-10_local,8,8.0,2.0,44.4,19.4,13.7
LYDIT5-12-before_E1_RE_SEC-10_local,9,9.0,2.0,41.3,40.0,46.5
LYDIT5-12-before_E1_RE_SEC-10_local,10,10.0,2.0,43.6,52.9,49.0
LYDIT5-12-before_E1_RE_SEC-10_local,11,11.0,2.0,43.4,40.2,40.6
