section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT5-12-before_E1_RE_SEC-09_local,1,1.0,2.0,60.6,55.6,70.5
LYDIT5-12-before_E1_RE_SEC-09_local,2,2.0,2.0,53.6,46.1,46.1
LYDIT5-12-before_E1_RE_SEC-09_local,3,3.0,2.0,50.6,44.8,44.5
LYDIT5-12-before_E1_RE_SEC-09_local,4,4.0,2.0,49.1,44.5,44.3
LYDIT5-12-before_E1_RE_SEC-09_local,5,5.0,2.0,48.2,40.4,41.5
LYDIT5-12-before_E1_RE_SEC-09_local,6,6.0,2.0,46.2,34.6,32.9
LYDIT5-12-before_E1_RE_SEC-09_local,7,7.0,2.0,44.3,32.4,32.8
LYDIT5-12-before_E1_RE_SEC-09_local,8,8.0,2.0,42.7,32.9,32.9
LYDIT5-12-before_E1_RE_SEC-09_local,9,9.0,2.0,41.7,33.1,33.0
LYDIT5-12-before_E1_RE_SEC-09_local,10,10.0,2.0,40.8,32.6,32.9
LYDIT5-12-before_E1_RE_SEC-09_local,11,11.0,2.0,40.0,33.0,33.0
