section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
LYDIT3-2-2000strokes_E1_RE_SEC-01_local,1,1.0,2.0,172.1,119.5,120.7
LYDIT3-2-2000strokes_E1_RE_SEC-01_local,2,2.0,2.0,118.7,56.3,50.1
LYDIT3-2-2000strokes_E1_RE_SEC-01_local,3,3.0,2.0,92.7,46.5,46.7
LYDIT3-2-2000strokes_E1_RE_SEC-01_local,4,4.0,2.0,79.9,45.9,45.7
LYDIT3-2-2000strokes_E1_RE_SEC-01_local,5,5.0,2.0,72.4,46.2,45.8
LYDIT3-2-2000strokes_E1_RE_SEC-01_local,6,6.0,2.0,67.7,46.7,46.7
LYDIT3-2-2000strokes_E1_RE_SEC-01_local,7,7.0,2.0,64.5,47.7,48.0
LYDIT3-2-2000strokes_E1_RE_SEC-01_local,8,8.0,2.0,62.4,48.3,48.1
LYDIT3-2-2000strokes_E1_RE_SEC-01_local,9,9.0,2.0,60.7,45.5,46.5
LYDIT3-2-2000strokes_E1_RE_SEC-01_local,10,10.0,2.0,58.8,38.6,39.8
LYDIT3-2-2000strokes_E1_RE_SEC-01_local,11,11.0,2.0,56.5,31.8,29.6
