section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
FLT4-3-250strokes_E1_RE_SEC-07_local,1,1.0,2.0,67.4,65.1,75.9
FLT4-3-250strokes_E1_RE_SEC-07_local,2,2.0,2.0,64.5,60.6,60.5
FLT4-3-250strokes_E1_RE_SEC-07_local,3,3.0,2.0,62.7,59.5,59.7
FLT4-3-250strokes_E1_RE_SEC-07_local,4,4.0,2.0,62.0,60.1,60.0
FLT4-3-250strokes_E1_RE_SEC-07_local,5,5.0,2.0,61.6,59.7,59.7
FLT4-3-250strokes_E1_RE_SEC-07_local,6,6.0,2.0,61.2,59.4,59.4
FLT4-3-250strokes_E1_RE_SEC-07_local,7,7.0,2.0,61.0,60.8,60.7
FLT4-3-250strokes_E1_RE_SEC-07_local,8,8.0,2.0,61.1,61.4,66.6
FLT4-3-250strokes_E1_RE_SEC-07_local,9,9.0,2.0,61.1,44.2,44.2
FLT4-3-250strokes_E1_RE_SEC-07_local,10,10.0,2.0,58.0,31.9,30.9
FLT4-3-250strokes_E1_RE_SEC-07_local,11,11.0,2.0,55.8,31.4,38.3
